id,name,operator,network,connectors,capacity,access,vehicle_type,address,municipality,lat_wgs84,lon_wgs84,E_LV95,N_LV95,source,osm_node_id,diemo_station_id,diemo_evse_ids,diemo_match_dist_m,diemo_n_evse,power_kw,charge_level,is_24h,auth_method,payment_options,accessibility_type,hotline,distance_to_lake_m,distance_to_transit_m,nearest_transit_name,distance_to_nearest_station_m,location_type,sheltered,dwell_context,ocm_id,ocm_uuid,ocm_title,ocm_status,ocm_is_operational,ocm_connection_types,ocm_max_power_kw,ocm_charging_levels,ocm_n_points,ocm_usage_type,ocm_usage_cost,ocm_is_pay_at_location,ocm_is_membership_required,ocm_is_access_key_required,ocm_operator,ocm_operator_url,ocm_general_comments,ocm_date_last_verified,ocm_match_dist_m
97,Migrol,Migrol,,CCS Combo 2 Plug (Cable Attached),2,public,car,"Av. de la Gare 17, 1180 Rolle",Rolle,46.461192,6.337786,2515434.5,1146134.9,Google Places,,CH*MIG*P*1809,CH*MIG*E*248942;CH*MIG*E*248943,7.5,2,50.0,fast,no,Direct Payment;NFC RFID Classic;NFC RFID DESFire;REMOTE,Contract,Free publicly accessible,+41444951616,1338.5,399.2,Rolle,22.0,surface_lot,FALSE,transit,,,,,,,,,,,,,,,,,,,
98,eCarUp,eCarUp,,Type 2 Outlet,1,public,car,"Prom. John-Berney 2, 1180 Rolle",Rolle,46.459731,6.341018,2515680.4,1145969.0,Google Places,,CH*ECUEEBPGTU8L9U6K3DKQHEWWC4N7AS,CH*ECUEEBPGTU8L9U6K3DKQHEWWC4N7AS,11.0,1,22.0,medium,yes,NFC RFID Classic;NFC RFID DESFire;REMOTE,Direct,Free publicly accessible,+41415101717,1063.4,471.4,Rolle,296.1,surface_lot,FALSE,errands_mixed,,,,,,,,,,,,,,,,,,,
99,Shell Recharge,Shell Recharge,,CCS Combo 2 Plug (Cable Attached),2,public,car,"Rte de Lausanne 15, 1180 Rolle",Rolle,46.462721,6.344777,2515973.8,1146297.3,Google Places,,f9ab80ea-364a-11ef-bf7c-42010aa40043,CH*SHE*E984*1;CH*SHE*E983*1,0.1,2,66.0,ultra-fast,yes,,,Restricted access,+41225445465,1171.7,889.6,Rolle,439.8,unknown,,unknown,,,,,,,,,,,,,,,,,,,
100,Electra,Electra,,CCS Combo 2 Plug (Cable Attached),4,public,car,"Pré-Neuf 14, 1170 Aubonne",Aubonne,46.476919,6.394928,2519847.0,1147822.9,Google Places,,c115dcf8-3865-11f0-902d-42010aa40043,CH*ELC*EA8SY;CH*ELC*EFUFK;CH*ELC*EHFHU;CH*ELC*EHME7,7.1,4,,,no,,,Restricted access,+41435083555,656.8,906.5,Allaman,1473.9,unknown,,unknown,,,,,,,,,,,,,,,,,,,
101,Lidl,Lidl,,CCS Combo 2 Plug (Cable Attached);CHAdeMO;Type 2 Outlet,3,public,car,"Rte d'Allaman 41, 1163 Etoy",Etoy,46.474598,6.413878,2521298.8,1147545.7,Google Places,,cdc82728-5b22-11f0-803f-42010aa400b8,CH*LDL*E00000400;CH*LDL*E00000401;CH*LDL*E00000402,18.7,3,50.0,fast,no,,,Restricted access,+00000,330.1,1513.3,Allaman,1473.9,commercial_retail,TRUE,shopping,,,,,,,,,,,,,,,,,,,
102,SOCAR Charge,SOCAR,,CCS Combo 2 Plug (Cable Attached),1,public,car,"A1, 1162 Saint-Prex",Saint-Prex,46.480922,6.434445,2522887.3,1148228.2,Google Places,,CH*SOC*E5585*2B,CH*SOC*E5585*2B,25.6,1,400.0,ultra-fast,yes,Direct Payment;NFC RFID Classic;NFC RFID DESFire;REMOTE,,Paying publicly accessible,+41800292929,565.4,3237.9,Allaman,197.1,surface_lot,FALSE,errands_mixed,,,,,,,,,,,,,,,,,,,
103,Energie 360°,Energie 360°,,,,public,car,"Rte de Pallatex 50, 1162 Saint-Prex",Saint-Prex,46.479411,6.43579,2522988.4,1148058.9,Google Places,,,,,,,,,,,,,762.7,3267.5,Allaman,197.1,unknown,,unknown,,,,,,,,,,,,,,,,,,,
104,Community by Shell Recharge,Shell Recharge,,,,public,car,"Chem. Warnery 16, 1162 Saint-Prex",Saint-Prex,46.490178,6.452347,2524274.9,1149239.6,Google Places,,,,,,,,,,,,,415.8,4299.6,Morges,1714.0,unknown,,unknown,,,,,,,,,,,,,,,,,,,
105,Migrol,Migrol,,CCS Combo 2 Plug (Cable Attached),2,public,car,"Rue de la Gare 25, 1110 Morges",Morges,46.510132,6.494212,2527515.8,1151418.0,Google Places,,CH*MIG*P*1290,CH*MIG*E*247856;CH*MIG*E*247857,0.0,2,50.0,fast,no,Direct Payment;NFC RFID Classic;NFC RFID DESFire;REMOTE,Contract,Paying publicly accessible,+41444951616,16.5,417.7,Morges,374.2,street,FALSE,transit,,,,,,,,,,,,,,,,,,,
106,evpass,evpass,,,,public,car,"Chem. de Bellevue 8, 1110 Morges",Morges,46.51915,6.494571,2527555.4,1152420.1,Google Places,,,,,,,,,,,,,980.1,947.9,Morges,769.2,unknown,,unknown,,,,,,,,,,,,,,,,,,,
107,Morges South Station,Shell Recharge,,Type 2 Outlet,2,public,car,Place de la Navigation1110 Morges,Morges,46.506388,6.4970756,2527730.5,1150999.2,OSM,11521311273,59180c66-1642-11ea-af56-42010a840003,CH*SHE*E13628*1;CH*SHE*E13628*2,10.6,2,22.0,medium,yes,,,Restricted access,+41225445465,452.5,574.4,Morges,219.2,street,FALSE,transit,,,,,,,,,,,,,,,,,,,
108,evpass,evpass,,Type 2 Outlet,1,public,car,"Pl. de l'Hôtel-de-Ville 1, 1110 Morges",Morges,46.508197,6.498213,2527820.2,1151199.2,Google Places,,CH*ECUEHCJSDSKGLSJWNF24FH5YM6RY7Z,CH*ECUEHCJSDSKGLSJWNF24FH5YM6RY7Z,0.1,1,50.0,fast,yes,NFC RFID Classic;NFC RFID DESFire;REMOTE,Direct,Free publicly accessible,+41415101717,260.4,356.8,Morges,219.2,hotel,TRUE,overnight,,,,,,,,,,,,,,,,,,,
109,evpass Morges Centre,evpass,evpass,Type 2 Outlet,2,public,car,Place de l'Eglise1110 Morges,Morges,46.5105446,6.5006747,2528012.3,1151457.9,OSM,6798056878,249e490a-2474-11f0-bd81-42010aa400b8,CH*SHE*E13629*1;CH*SHE*E13629*2,17.8,2,22.0,medium,yes,,,Restricted access,+41225445465,18.5,128.7,Morges,321.9,street,FALSE,recreation,,,,,,,,,,,,,,,,,,,
110,eCarUp,eCarUp,,Type 2 Outlet,1,public,car,"Av. de Plan 8, 1110 Morges",Morges,46.517412,6.504302,2528299.8,1152218.0,Google Places,,CH*ECUEGVNGPQN8M9SBSWJ9NG7DQ8T7B2,CH*ECUEGVNGPQN8M9SBSWJ9NG7DQ8T7B2,0.0,1,11.0,medium,yes,NFC RFID Classic;NFC RFID DESFire;REMOTE,Direct,Free publicly accessible,+41415101717,715.6,776.3,Morges,597.3,surface_lot,FALSE,errands_mixed,,,,,,,,,,,,,,,,,,,
111,Shell/Migrol Morges,Shell,Migrol,CCS Combo 2 Plug (Cable Attached),2,public,car,"Rue de Lausanne 73, 1110 Morges",Morges,46.5173088,6.5121072,2528898.6,1152199.4,Google Places + OSM,10857873869,CH*MIG*P*656,CH*MIG*E*248009;CH*MIG*E*248010,3.3,2,128.0,ultra-fast,yes,Direct Payment;NFC RFID Classic;NFC RFID DESFire;REMOTE,Contract,Free publicly accessible,+41444951616,646.5,1179.8,Morges,597.3,street,FALSE,residential_substitute,,,,,,,,,,,,,,,,,,,
112,GOFAST EPFL,GOFAST,Swisscharge,CHAdeMO 60kW+Tesla 50kW+Type2 43kW+CCS 150kW,2,public,car,Allée De Savoie1015 Ecublens,Ecublens,46.5185249,6.5650971,2532966.3,1152287.8,OSM,9919117848,702372b8-3c62-11ec-a7ae-42010a840003,CH*GFT*E*Vincent*1;CH*GFT*E*Vincent*2,5.4,2,150.0,ultra-fast,yes,,Contract;Direct,Restricted access,+41800463111,1056.1,434.2,EPFL (M1),988.6,institutional,TRUE,work,,,,,,,,,,,,,,,,,,,
113,Retraites Populaires Ecublens,Retraites Populaires,evpass,Type1 7kW+Type2 22kW,2,public,car,,Lausanne,46.5248819,6.5741309,2533667.3,1152986.8,OSM,9695444596,,,,,,,,,,,,1827.2,694.6,EPFL (M1),885.3,unknown,,unknown,,,,,,,,,,,,,,,,,,,
114,Evpass Chavannes,eCarUp,Evpass,Type 2 Outlet,2,public,car,Extranef1015 Chavannes-près-Renens,Lausanne,46.5219335,6.5848792,2534488.4,1152650.0,OSM,8892139463,CH*ECUEPHSX4XJ6UDR8UBZY5UM6N4CS3A,CH*ECUEPHSX4XJ6UDR8UBZY5UM6N4CS3A,2.4,1,22.0,medium,yes,NFC RFID Classic;NFC RFID DESFire;REMOTE,Direct,Free publicly accessible,+41415101717,1583.9,1460.7,EPFL (M1),885.3,surface_lot,FALSE,errands_mixed,,,,,,,,,,,,,,,,,,,
115,Migrol UNIL 2,Migrol,Migrol,CCS Combo 2 Plug (Cable Attached),2,public,car,"Rte de Cossonay 66, 1008 Prilly",Lausanne,46.5378631,6.6014249,2535776.9,1154407.0,Google Places + OSM,11898783065,CH*MIG*P*670,CH*MIG*E*248175;CH*MIG*E*248174,17.0,2,128.0,ultra-fast,yes,Direct Payment;NFC RFID Classic;NFC RFID DESFire;REMOTE,Contract,Free publicly accessible,+41444951616,3491.7,1742.6,Renens,3.7,institutional,TRUE,work,,,,,,,,,,,,,,,,,,,
116,Migrol UNIL,Migrol,Migrol,CCS Combo 2 Plug (Cable Attached),2,public,car,Rte de Cossonay 661008 Prilly,Lausanne,46.5378395,6.6014587,2535779.5,1154404.3,OSM,11898772353,CH*MIG*P*670,CH*MIG*E*248175;CH*MIG*E*248174,20.5,2,128.0,ultra-fast,yes,Direct Payment;NFC RFID Classic;NFC RFID DESFire;REMOTE,Contract,Free publicly accessible,+41444951616,3489.3,1744.7,Renens,3.7,institutional,TRUE,work,,,,,,,,,,,,,,,,,,,
117,Virta Global,Virta Global,,Type 2 Outlet,1,public,car,"Rte des Flumeaux 41, 1008 Prilly",Prilly,46.5307,6.601486,2535773.1,1153610.7,Google Places,,CH*CCI*E22894,CH*CCI*E22894,37.3,1,22.0,medium,yes,Direct Payment;NFC RFID Classic;NFC RFID DESFire;REMOTE,,Paying publicly accessible,+41800292929,2700.1,1788.3,Renens,596.8,surface_lot,FALSE,errands_mixed,24527,F5A42AC9-C0B2-4FA0-AC65-87E16E7049BD,Alpiq InTec Romandie SA,Operational,True,CCS (Type 2); CHAdeMO; Type 2 (Socket Only),22,Level 2 : Medium (Over 2kW); Level 3:  High (Over 40kW),3,Public,Free,,,,(Unknown Operator),,,2014-10-03T17:28:00Z,19.1
118,Energie 360°,Energie 360°,,CCS Combo 2 Plug (Cable Attached);Type 2 Outlet,6,public,car,"Rte de Cossonay 28, 1008 Prilly",Prilly,46.534445,6.607074,2536206.2,1154022.4,Google Places,,CH*SWI*E61376,CH*SWI*E61376;CH*SWI*E61377;CH*SWI*E61391;CH*SWI*E61392;CH*SWI*E254466;CH*SWI*E254467,1.2,6,50.0,fast,yes,NFC RFID Classic;REMOTE,Direct,Free publicly accessible,+41713881150,3163.7,2148.7,Renens,571.8,surface_lot,FALSE,errands_mixed,,,,,,,,,,,,,,,,,,,
119,Lausanne Flon Station 2,eCarUp,,Type 2 Outlet,2,public,car,Chem. de Renens 411004 Lausanne,Lausanne,46.5275266,6.607942,2536264.6,1153252.7,OSM,12854772010,CH*ECUEL988TK3T2SGBLQ86Z2VBVE7VFA,CH*ECUEL988TK3T2SGBLQ86Z2VBVE7VFA,9.4,1,,,yes,NFC RFID Classic;NFC RFID DESFire;REMOTE,Direct,Free publicly accessible,+41415101717,2402.1,1816.0,Lausanne-Flon (M2),3.8,surface_lot,FALSE,transit,,,,,,,,,,,,,,,,,,,
120,Lausanne Flon Station,eCarUp,,Type 2 Outlet,2,public,car,Chem. de Renens 411004 Lausanne,Lausanne,46.5275201,6.6079902,2536268.3,1153251.9,OSM,12854771450,CH*ECUEL988TK3T2SGBLQ86Z2VBVE7VFA,CH*ECUEL988TK3T2SGBLQ86Z2VBVE7VFA,5.7,1,,,yes,NFC RFID Classic;NFC RFID DESFire;REMOTE,Direct,Free publicly accessible,+41415101717,2401.5,1812.3,Lausanne-Flon (M2),3.8,surface_lot,FALSE,transit,,,,,,,,,,,,,,,,,,,
121,SiL Nativa Lausanne Gare 2,Lausanne SiL,Nativa,Type 2 Outlet,2,public,car,Av. de la Chablière 121004 Lausanne,Lausanne,46.5308169,6.6152208,2536826.9,1153612.5,OSM,12823823434,CH*ECUE8UP6NBB7CW9AZN7XT43M9HGW4Q,CH*ECUE8UP6NBB7CW9AZN7XT43M9HGW4Q,8.3,1,22.0,medium,yes,NFC RFID Classic;NFC RFID DESFire;REMOTE,Direct,Free publicly accessible,+41415101717,2785.0,1555.2,Lausanne-Flon (M2),12.6,surface_lot,FALSE,transit,,,,,,,,,,,,,,,,,,,
122,SiL Nativa Lausanne Gare,Lausanne SiL,Nativa,Type 2 Outlet,2,public,car,Av. de la Chablière 121004 Lausanne,Lausanne,46.5307159,6.6152967,2536832.6,1153601.2,OSM,12823812011,CH*ECUELMKN5HS667QRFL8J8YAC22DGBX,CH*ECUELMKN5HS667QRFL8J8YAC22DGBX,3.9,1,22.0,medium,yes,NFC RFID Classic;NFC RFID DESFire;REMOTE,Direct,Free publicly accessible,+41415101717,2774.0,1543.2,Lausanne-Flon (M2),12.6,surface_lot,FALSE,transit,,,,,,,,,,,,,,,,,,,
123,eMobile Av. de Cour,,,,,public,car,,Lausanne,46.515109,6.6178945,2537013.7,1151864.3,OSM,9610795418,,,,,,,,,,,,1043.4,783.1,Grancy (M2),476.2,unknown,,unknown,,,,,,,,,,,,,,,,,,,
124,Shell Recharge,Shell Recharge,,CCS Combo 2 Plug (Cable Attached);CHAdeMO,2,public,car,"Av. du Grey, 1018 Lausanne",Lausanne,46.541697,6.618129,2537062.7,1154819.6,Google Places,,1b0d15de-eceb-11eb-9027-42010a840003,CH*SHE*E559*1;CH*SHE*E560*1,0.0,2,44.0,fast,yes,,,Restricted access,+41225445465,4002.4,2465.8,Lausanne-Flon (M2),704.7,unknown,,unknown,,,,,,,,,,,,,,,,,,,
125,evpass Lausanne Vidy,evpass,evpass,CHAdeMO+Type1+Type2+CCS,2,public,car,av. De Cour 331007 Lausanne,Lausanne,46.5124834,6.6228101,2537387.9,1151568.5,OSM,12331160384,41878074-227b-11ee-80bb-42010aa40fc0,CH*SHE*E570*1;CH*SHE*E932*1,4.0,2,22.0,medium,yes,,,Restricted access,+41225445465,762.7,431.5,Grancy (M2),476.2,unknown,,unknown,,,,,,,,,,,,,,,,,,,
126,Shell Recharge,Shell Recharge,,CCS Combo 2 Plug (Cable Attached),1,public,car,"Pl. de la Navigation 3, 1006 Lausanne",Lausanne,46.508102,6.623194,2537412.3,1151081.2,Google Places,,b600773e-4207-11e9-902f-42010a840003,CH*SHE*E12566*1,10.4,1,44.0,fast,yes,,,Restricted access,+41225445465,276.1,470.9,Ouchy-Olympique (M2),488.1,unknown,,unknown,,,,,,,,,,,,,,,,,,,
127,Shell Recharge,Shell Recharge,,CCS Combo 2 Plug (Cable Attached),1,public,car,"Rue de Genève 31, 1003 Lausanne",Lausanne,46.522164,6.626342,2537670.1,1152641.8,Google Places,,22a5d552-41c0-11e9-8882-42010a840003,CH*SHE*E12536*1,0.0,1,44.0,fast,yes,,,Restricted access,+41225445465,1848.0,287.7,Lausanne-Flon (M2),437.5,street,FALSE,residential_substitute,87274,B2525818-1AA0-4E97-B846-0D175D160558,Parking du Centre,Operational,True,Tesla (Model S/X),14,Level 2 : Medium (Over 2kW),2,Public - Membership Required,,False,True,True,Tesla (Tesla-only charging),http://www.teslamotors.com,"2 Tesla Connectors, up to 14kW.Available to the public. Self park.",2018-10-03T15:46:00Z,31.5
128,Romande Energie Lidl Prilly,Romande Energie,,CCS Combo 2 Plug (Cable Attached);CHAdeMO,2,public,car,Chemin de Maillefer 611052 Le Mont-sur-Lausanne,Lausanne,46.5425525,6.6272586,2537763.9,1154907.4,OSM,7056690715,2a7c8db6-41c0-11e9-a5d0-42010a840003,CH*SHE*E462*1;CH*SHE*E464*1;CH*SHE*E463*1,108.3,3,66.0,ultra-fast,yes,,,Restricted access,+41225445465,4116.4,2403.8,Lausanne-Flon (M2),108.2,commercial_retail,TRUE,shopping,,,,,,,,,,,,,,,,,,,
129,Shell evpass Prilly,Shell,evpass,CHAdeMO 22kW+CCS 22kW,1,public,car,Chemin de Maillefer 611052 Le Mont-sur-Lausanne,Lausanne,46.5416847,6.6278978,2537812.0,1154810.4,OSM,7056690714,2a7c8db6-41c0-11e9-a5d0-42010a840003,CH*SHE*E462*1;CH*SHE*E464*1;CH*SHE*E463*1,1.1,3,66.0,ultra-fast,yes,,,Restricted access,+41225445465,4015.3,2304.2,Lausanne-Flon (M2),108.2,street,FALSE,residential_substitute,,,,,,,,,,,,,,,,,,,
130,evpass Renens,evpass,evpass,Type 2 Outlet,2,public,car,Chem. du Rionzi 371052 Le Mont-sur-Lausanne,Lausanne,46.5457737,6.6297206,2537956.5,1155263.5,OSM,7711592681,CH*ECUEUXJUJNU8UX2BTP7RCQ8LEF29SA,CH*ECUEUXJUJNU8UX2BTP7RCQ8LEF29SA,3.3,1,,,yes,NFC RFID Classic;NFC RFID DESFire;REMOTE,Direct,Free publicly accessible,+41415101717,4453.6,2754.7,Lausanne-Flon (M2),404.7,surface_lot,FALSE,errands_mixed,,,,,,,,,,,,,,,,,,,
131,Shell Recharge,Shell Recharge,,CCS Combo 2 Plug (Cable Attached);CHAdeMO,1,public,car,"Rue du Valentin 13, 1004 Lausanne",Lausanne,46.523746,6.631577,2538073.6,1152813.5,Google Places,,1350a204-d0b8-11ed-ae46-42010aa40fc0,CH*SHE*E562*1,0.0,1,44.0,fast,yes,,,Restricted access,+41225445465,1999.9,337.4,Lausanne-Flon (M2),100.3,street,FALSE,residential_substitute,,,,,,,,,,,,,,,,,,,
132,Shell Recharge,Shell Recharge,,CCS Combo 2 Plug (Cable Attached);Type 2 Outlet,9,public,car,"Pl. de la Riponne 12, 1005 Lausanne",Lausanne,46.523781,6.632887,2538174.2,1152816.3,Google Places,,4ba80548-a779-11ec-8c91-42010a840003,CH*SHE*E13809*1;CH*SHE*E13809*2;CH*SHE*E13809*3;CH*SHE*E13809*4;CH*SHE*E13809*5;CH*SHE*E13809*6;CH*SHE*E13810*1;CH*SHE*E13811*1;CH*SHE*E13812*1,0.0,9,66.0,ultra-fast,yes,,,Restricted access,+41225445465,1993.4,393.8,Lausanne-Flon (M2),100.3,unknown,,unknown,,,,,,,,,,,,,,,,,,,
133,Shell Recharge,Shell Recharge,,CCS Combo 2 Plug (Cable Attached);Type 1 Connector (Cable Attached);Type 2 Outlet,2,public,car,"Rue Centrale 28, 1003 Lausanne",Lausanne,46.520883,6.635143,2538344.0,1152492.4,Google Places,,1138f678-ac9c-11ed-8633-42010aa40fc0,CH*SHE*E3983*1;CH*SHE*E563*1,0.0,2,22.0,medium,yes,,,Restricted access,+41225445465,1654.7,416.7,Lausanne-Flon (M2),173.3,street,FALSE,residential_substitute,,,,,,,,,,,,,,,,,,,
134,SiL Station Lausanne Ouchy,Lausanne SiL,SiL,Type 2 Outlet,2,public,car,Rue Saint-Martin 61003 Lausanne,Lausanne,46.5216661,6.6371012,2538495.1,1152577.9,OSM,9010660263,CH*ECUECK2R4KSL54KTEKNVDQG398FCYW,CH*ECUECK2R4KSL54KTEKNVDQG398FCYW,2.3,1,22.0,medium,yes,NFC RFID Classic;NFC RFID DESFire;REMOTE,Direct,Free publicly accessible,+41415101717,1725.9,571.1,Lausanne-Flon (M2),97.4,street,FALSE,transit,,,,,,,,,,,,,,,,,,,
135,Energie 360°,Energie 360°,,CCS Combo 2 Plug (Cable Attached),4,public,car,"Rue Caroline 6, 1003 Lausanne",Lausanne,46.520846,6.637549,2538528.5,1152486.4,Google Places,,CH*SWI*E279642,CH*SWI*E279642;CH*SWI*E279643;CH*SWI*E280991;CH*SWI*E280992,16.6,4,50.0,fast,yes,NFC RFID Classic;REMOTE,Direct,Free publicly accessible,+41713881150,1631.6,600.8,Lausanne-Flon (M2),97.4,street,FALSE,residential_substitute,,,,,,,,,,,,,,,,,,,
136,Shell Recharge,Shell Recharge,,,,public,car,"Av. Mon-Repos 5, 1005 Lausanne",Lausanne,46.519155,6.640658,2538765.2,1152296.0,Google Places,,,,,,,,,,,,,1419.8,863.2,Lausanne-Flon (M2),303.2,unknown,,unknown,,,,,,,,,,,,,,,,,,,
137,MOVE,MOVE,,Type 2 Outlet,1,public,car,"Av. de Crousaz 10, 1010 Lausanne",Lausanne,46.540437,6.651494,2539620.5,1154653.3,Google Places,,CH*CCI*E20891,CH*CCI*E20891,1.8,1,22.0,medium,yes,Direct Payment;NFC RFID Classic;NFC RFID DESFire;REMOTE,,Paying publicly accessible,+41800292929,3724.0,2729.6,Lausanne-Flon (M2),513.7,surface_lot,FALSE,errands_mixed,,,,,,,,,,,,,,,,,,,
138,MOVE,MOVE,,Type 2 Outlet,1,public,car,"Rte de Berne 144, 1010 Lausanne",Lausanne,46.540592,6.658206,2540135.5,1154665.4,Google Places,,CH*ECUEX2U2SXD3MHK7FLVLHWE8CDNJSQ,CH*ECUEX2U2SXD3MHK7FLVLHWE8CDNJSQ,24.8,1,22.0,medium,yes,NFC RFID Classic;NFC RFID DESFire;REMOTE,Direct,Free publicly accessible,+41415101717,3769.6,3082.4,Lausanne-Flon (M2),325.7,surface_lot,FALSE,errands_mixed,,,,,,,,,,,,,,,,,,,
139,Shell Recharge,Shell Recharge,,CCS Combo 2 Plug (Cable Attached);CHAdeMO;Type 1 Connector (Cable Attached);Type 2 Outlet,3,public,car,"Av. du Tirage 6, 1009 Pully",Pully,46.511236,6.658822,2540150.2,1151401.7,Google Places,,b6d331a6-4207-11e9-99e0-42010a840003,CH*SHE*E2693*1;CH*SHE*E541*1;CH*SHE*E2723*1,6.4,3,22.0,medium,yes,,,Restricted access,+41225445465,510.0,329.4,Pully,129.1,unknown,,unknown,,,,,,,,,,,,,,,,,,,
140,evpass Pully,evpass,evpass,Type 1 Connector (Cable Attached);Type 2 Outlet,2,public,car,"Parking Pré des Clos, Chemin du Pré des Clos1009 Pully",Pully,46.5100889,6.6590865,2540169.3,1151274.0,OSM,6485087458,4fba23b0-8eee-11e9-bd2d-42010a840003,CH*SHE*E5123*1;CH*SHE*E5153*1,2.6,2,22.0,medium,yes,,,Restricted access,+41225445465,383.7,250.3,Pully,129.1,underground_parking,TRUE,errands_mixed,,,,,,,,,,,,,,,,,,,
141,EPFL Area Station,eCarUp,,Type 2 Outlet,1,public,car,Chem. des Croisettes 261066 Epalinges,Pully,46.5433709,6.6595516,2540241.8,1154973.2,OSM,6080425336,CH*ECUEWL825ZQJQRPW2BC2ST67DKFD2A,CH*ECUEWL825ZQJQRPW2BC2ST67DKFD2A,13.5,1,22.0,medium,yes,NFC RFID Classic;NFC RFID DESFire;REMOTE,Direct,Free publicly accessible,+41415101717,4084.4,3376.7,Lausanne-Flon (M2),157.7,institutional,TRUE,transit,,,,,,,,,,,,,,,,,,,
142,Shell Recharge,Shell Recharge,,CCS Combo 2 Plug (Cable Attached);CHAdeMO;Type 1 Connector (Cable Attached);Type 2 Outlet,2,public,car,"Rte du Port, 1009 Pully",Pully,46.505821,6.660915,2540304.9,1150798.1,Google Places,,04c9a822-3e3b-11ec-9b50-42010a840003,CH*SHE*E561*1;CH*SHE*E931*1,2.7,2,44.0,fast,yes,,,Restricted access,+41225445465,82.5,409.9,Pully,431.2,unknown,,recreation,,,,,,,,,,,,,,,,,,,
143,Epalinges Station,,,,2,public,car,,Pully,46.5427471,6.6614038,2540383.1,1154902.5,OSM,12676102822,,,,,,,,,,,,4023.4,3424.8,Lausanne-Flon (M2),157.7,unknown,,transit,,,,,,,,,,,,,,,,,,,
144,evpass Pully 2,evpass,evpass,CCS Combo 2 Plug (Cable Attached),3,public,car,"Av. Samson-Reymondin, 1009 Pully",Pully,46.5095458,6.6624821,2540429.3,1151211.0,Google Places + OSM,12628291964,3bb16324-2502-11ef-aa61-42010aa40043,CH*SHE*E977*1;CH*SHE*E979*1;CH*SHE*E978*1,0.7,3,66.0,ultra-fast,yes,,,Restricted access,+41225445465,338.4,27.0,Pully,266.8,unknown,,unknown,,,,,,,,,,,,,,,,,,,
145,Croix-Blanche Station,eCarUp,,Type 2 Outlet,1,public,car,Rte de la Croix-Blanche 27a1066 Epalinges,Lutry,46.5484887,6.6719333,2541197.0,1155532.8,OSM,12307015501,CH*ECUEJGBVBFJRYA55XZVFKE68BZ4RKA,CH*ECUEJGBVBFJRYA55XZVFKE68BZ4RKA,14.7,1,22.0,medium,yes,NFC RFID Classic;NFC RFID DESFire;REMOTE,Direct,Free publicly accessible,+41415101717,4708.2,4409.8,Pully,1027.6,surface_lot,FALSE,transit,,,,,,,,,,,,,,,,,,,
146,evpass,evpass,,Type 2 Outlet,1,public,car,"Rte de la Conversion 289, 1093 Lutry",Lutry,46.513261,6.677518,2541587.3,1151612.7,Google Places,,CH*ECUES5CER9YLSHQ4E74BCYG5WVK9P2,CH*ECUES5CER9YLSHQ4E74BCYG5WVK9P2,1.3,1,22.0,medium,yes,NFC RFID Classic;NFC RFID DESFire;REMOTE,Direct,Free publicly accessible,+41415101717,825.2,1006.7,Lutry,1222.5,surface_lot,FALSE,errands_mixed,,,,,,,,,,,,,,,,,,,
