id,name,operator,network,connectors,capacity,access,vehicle_type,address,municipality,lat_wgs84,lon_wgs84,E_LV95,N_LV95,source,osm_node_id,diemo_station_id,diemo_evse_ids,diemo_match_dist_m,diemo_n_evse,power_kw,charge_level,is_24h,auth_method,payment_options,accessibility_type,hotline,distance_to_lake_m,distance_to_transit_m,nearest_transit_name,distance_to_nearest_station_m,location_type,sheltered,dwell_context,ocm_id,ocm_uuid,ocm_title,ocm_status,ocm_is_operational,ocm_connection_types,ocm_max_power_kw,ocm_charging_levels,ocm_n_points,ocm_usage_type,ocm_usage_cost,ocm_is_pay_at_location,ocm_is_membership_required,ocm_is_access_key_required,ocm_operator,ocm_operator_url,ocm_general_comments,ocm_date_last_verified,ocm_match_dist_m
147,evpass Lutry,evpass,evpass,Type 2 Outlet,2,public,car,Rue des Terreaux 6-81095 Lutry,Lutry,46.5033799,6.6848311,2542137.9,1150508.8,OSM,7235940191,CH*ECUEK274QEYAQRA95RENXJ528QJ5U2,CH*ECUEK274QEYAQRA95RENXJ528QJ5U2,6.2,1,,,yes,NFC RFID Classic;NFC RFID DESFire;REMOTE,Direct,Free publicly accessible,+41415101717,202.8,349.6,Lutry,1233.1,street,FALSE,residential_substitute,,,,,,,,,,,,,,,,,,,
148,Plenitude On The Road,Plenitude,,CCS Combo 2 Plug (Cable Attached);Type 2 Outlet,3,public,car,"A9, 1091 Bourg-en-Lavaux",Bourg-en-Lavaux,46.50553,6.70897,2543993.0,1150730.3,Google Places,,4fb03e04-8eee-11e9-84a2-42010a840003,CH*PLN*EH000417*1;CH*PLN*EH000417*2;CH*PLN*EH000417*3,3.1,3,,,no,,,Restricted access,+41912600855,430.7,1753.0,Lutry,119.6,unknown,,unknown,,,,,,,,,,,,,,,,,,,
149,MOVE,MOVE,,Type 2 Outlet,1,public,car,"Autoroute du Rhône, 1091 Bourg-en-Lavaux",Bourg-en-Lavaux,46.505273,6.710488,2544109.2,1150700.6,Google Places,,CH*CCC*E50385,CH*CCC*E50385,0.0,1,22.0,medium,yes,Direct Payment;NFC RFID Classic;NFC RFID DESFire;REMOTE,,Paying publicly accessible,+41800292929,451.0,1870.7,Lutry,119.6,highway_rest,FALSE,highway_stop,,,,,,,,,,,,,,,,,,,
150,Shell Recharge,Shell Recharge,,CCS Combo 2 Plug (Cable Attached),2,public,car,"Rte de Sous-la-Ville 2, 1070 Puidoux",Puidoux,46.49166,6.769868,2548654.0,1149146.7,Google Places,,68d82354-2b07-11eb-9bf6-42010a840003,CH*SHE*E599*1;CH*SHE*E599*2,3.0,2,160.0,ultra-fast,yes,,,Restricted access,+41225445465,1494.7,2043.3,Rivaz,1066.3,unknown,,unknown,,,,,,,,,,,,,,,,,,,
151,Shell Recharge,Shell Recharge,,CCS Combo 2 Plug (Cable Attached);CHAdeMO,1,public,car,"Rte de la Corniche 4, 1070 Chexbres",Chexbres,46.480831,6.773422,2548916.6,1147940.7,Google Places,,c054a57a-2bd0-11eb-8b87-42010a840003,CH*SHE*E556*1,0.0,1,22.0,medium,yes,,,Restricted access,+41225445465,596.8,1392.4,Rivaz,337.9,unknown,,unknown,,,,,,,,,,,,,,,,,,,
152,Shell Recharge,Shell Recharge,,Type 2 Outlet,1,public,car,"Le Boulevard, 1071 Chexbres",Chexbres,46.483147,6.77628,2549138.3,1148196.2,Google Places,,CH*ECUEN3L7M8GWWFZ2575BYJCSCGPVNX,CH*ECUEN3L7M8GWWFZ2575BYJCSCGPVNX,6.7,1,22.0,medium,yes,NFC RFID Classic;NFC RFID DESFire;REMOTE,Direct,Free publicly accessible,+41415101717,929.8,1704.8,Rivaz,337.9,surface_lot,FALSE,errands_mixed,,,,,,,,,,,,,,,,,,,
153,MOVE,MOVE,,Type 2 Outlet,1,public,car,"Rte de Sallaz 4, 1071 Rivaz",Rivaz,46.475885,6.779911,2549410.3,1147386.6,Google Places,,CH*CCI*E22681,CH*CCI*E22681,0.0,1,11.0,medium,yes,Direct Payment;NFC RFID Classic;NFC RFID DESFire;REMOTE,,Paying publicly accessible,+41800292929,370.5,1389.6,St-Saphorin,741.2,surface_lot,FALSE,errands_mixed,,,,,,,,,,,,,,,,,,,
154,evpass,evpass,,Type 2 Outlet,1,public,car,"Rue du Village, 1803 Chardonne",Chardonne,46.476526,6.828927,2553175.2,1147427.4,Google Places,,CH*ECUEFNLZWHYU5F4734MVN4E35X9JWA,CH*ECUEFNLZWHYU5F4734MVN4E35X9JWA,6.4,1,22.0,medium,yes,NFC RFID Classic;NFC RFID DESFire;REMOTE,Direct,Free publicly accessible,+41415101717,1588.4,1965.7,Vevey,689.6,street,FALSE,residential_substitute,,,,,,,,,,,,,,,,,,,
155,GreenMotion,GreenMotion,,Type 2 Outlet,1,public,car,"Chem. du Pèlerin, 1801 Chardonne",Chardonne,46.482243,6.832416,2553448.0,1148060.8,Google Places,,CH*ECUEQTZ94MX7MN2728FUJEGMYJZWJW,CH*ECUEQTZ94MX7MN2728FUJEGMYJZWJW,4.5,1,22.0,medium,yes,NFC RFID Classic;NFC RFID DESFire;REMOTE,Direct,Free publicly accessible,+41415101717,2269.9,2456.0,Vevey,689.6,surface_lot,FALSE,errands_mixed,,,,,,,,,,,,,,,,,,,
156,Plenitude On The Road,Plenitude,,CCS Combo 2 Plug (Cable Attached);Type 2 Outlet,3,public,car,"Rte de Lavaux 8, 1802 Corseaux",Corseaux,46.468564,6.833058,2553485.6,1146539.9,Google Places,,e74dfa02-4e0b-11f0-a947-42010aa400b8,CH*PLN*EH000666*1;CH*PLN*EH000666*2;CH*PLN*EH000666*3,5.6,3,,,no,,,Restricted access,+41912600855,801.4,1047.0,Vevey,550.1,unknown,,unknown,,,,,,,,,,,,,,,,,,,
157,evpass Montreux West,Shell Recharge,evpass,Type1 7kW+Type2 22kW,1,public,car,"Av. Reller 22, 1800 Vevey",La Tour-de-Peilz,46.4668226,6.8397803,2554000.4,1146342.3,Google Places + OSM,9094608696,d1f76f56-4207-11e9-ae5a-42010a840003,CH*SHE*E2873*1;CH*SHE*E544*1,1.1,2,22.0,medium,yes,,,Restricted access,+41225445465,734.2,656.5,Vevey,321.8,unknown,,unknown,,,,,,,,,,,,,,,,,,,
158,Migrol,Migrol,,CCS Combo 2 Plug (Cable Attached),2,public,car,"Av. Gustave-Coindet 11, 1800 Vevey",Vevey,46.463941,6.840162,2554027.3,1146021.8,Google Places,,CH*MIG*P*1188,CH*MIG*E*246853;CH*MIG*E*246854,0.0,2,50.0,fast,no,Direct Payment;NFC RFID Classic;NFC RFID DESFire;REMOTE,Contract,Paying publicly accessible,+41444951616,429.3,336.6,Vevey,130.5,surface_lot,FALSE,errands_mixed,,,,,,,,,,,,,,,,,,,
159,Shell Recharge,Shell Recharge,,Type 2 Outlet,2,public,car,"Av. du Général-Guisan 1, 1800 Vevey",Vevey,46.462776,6.840363,2554041.7,1145892.1,Google Places,,4f8f7ab6-8eee-11e9-8399-42010a840003,CH*SHE*E6683*1;CH*SHE*E6683*2,0.0,2,22.0,medium,yes,,,Restricted access,+41225445465,306.9,207.6,Vevey,130.5,unknown,,unknown,,,,,,,,,,,,,,,,,,,
160,Move Montreux Station,MOVE,Move,Type2 22kW,1,public,car,,Vevey,46.4599597,6.8416619,2554139.1,1145578.3,OSM,9094608715,,,,,,,,,,,,53.7,121.0,Vevey,5.6,unknown,,transit,,,,,,,,,,,,,,,,,,,
161,MOVE Montreux Station 2,MOVE,Move,Type2 24kW,1,public,car,,La Tour-de-Peilz,46.4600065,6.8416884,2554141.2,1145583.5,OSM,9094608714,,,,,,,,,,,,59.3,116.6,Vevey,5.6,unknown,,transit,,,,,,,,,,,,,,,,,,,
162,Shell Recharge,Shell Recharge,,Type 1 Connector (Cable Attached);Type 2 Outlet,1,public,car,"Chau. de la Guinguette 10, 1800 Vevey",Vevey,46.463707,6.84383,2554308.8,1145993.6,Google Places,,cb927f52-4207-11e9-83ba-42010a840003,CH*SHE*E919*1,0.1,1,22.0,medium,yes,,,Restricted access,+41225445465,500.9,362.2,Vevey,282.1,unknown,,unknown,,,,,,,,,,,,,,,,,,,
163,evpass,evpass,,Type 2 Outlet,1,public,car,"Rue du Collège 8, 1804 Corsier-sur-Vevey",Corsier-sur-Vevey,46.470552,6.845211,2554420.7,1146753.7,Google Places,,CH*ECUEARCH9ZWH73KLB78ZYUY3MDTR3W,CH*ECUEARCH9ZWH73KLB78ZYUY3MDTR3W,9.3,1,22.0,medium,yes,NFC RFID Classic;NFC RFID DESFire;REMOTE,Direct,Free publicly accessible,+41415101717,1240.8,1105.7,Vevey,587.3,street,FALSE,residential_substitute,,,,,,,,,,,,,,,,,,,
164,evpass Montreux Parking,Shell Recharge,evpass,Type1 7kW+Type2 22kW,1,public,car,"Rue du Clos 9, 1800 Vevey",La Tour-de-Peilz,46.4602005,6.8468947,2554541.3,1145602.0,Google Places + OSM,9094608704,5e8396a0-e3a3-11ea-9379-42010a840033,CH*SHE*E6533*3;CH*SHE*E982*1;CH*SHE*E6533*2;CH*SHE*E981*1;CH*SHE*E6533*1,9.5,5,22.0,medium,yes,,,Restricted access,+41225445465,259.4,445.2,Vevey,399.4,underground_parking,TRUE,errands_mixed,81421,5E7A1562-B69A-4648-BED0-E8CA580DA8B2,Hotel des Trois Couronnes et Destination Spa,Operational,True,Tesla (Model S/X),22,Level 2 : Medium (Over 2kW),2,"Private - For Staff, Visitors or Customers",Free,False,False,False,Tesla (Tesla-only charging),http://www.teslamotors.com,"2 Tesla Connectors, up to 22kW.Available for patrons only. Please call ahead.",2018-10-03T21:59:00Z,199.8
165,MOVE,MOVE,,Type 2 Outlet,1,public,car,"Rte de Fenil 2, 1804 Corsier-sur-Vevey",Corsier-sur-Vevey,46.475761,6.852593,2554992.0,1147328.5,Google Places,,CH*CCC*E50136,CH*CCC*E50136,0.0,1,22.0,medium,yes,Direct Payment;NFC RFID Classic;NFC RFID DESFire;REMOTE,,Paying publicly accessible,+41800292929,2001.6,1858.9,Vevey,809.4,surface_lot,FALSE,errands_mixed,,,,,,,,,,,,,,,,,,,
166,evpass La Tour-de-Peilz N,,evpass,Type1 3.7kW+Type2 22kW,1,public,car,,Vevey,46.4613831,6.8539636,2555085.3,1145729.4,OSM,9094687306,,,,,,,,,,,,622.3,863.7,La Tour-de-Peilz,464.6,unknown,,unknown,,,,,,,,,,,,,,,,,,,
167,evpass Nestlé Visitors,Shell Recharge,evpass,Type1 7kW+Type2 22kW,1,customers,car,"Rue d'Entre-deux-Villes 12, 1814 La Tour-de-Peilz",Vevey,46.4572233,6.85453,2555125.4,1145266.7,Google Places + OSM,9094651074,4f8a59aa-8eee-11e9-9665-42010a840003,CH*SHE*E546*1;CH*SHE*E2933*1,1.6,2,22.0,medium,yes,,,Restricted access,+41225445465,229.1,458.9,La Tour-de-Peilz,293.8,street,FALSE,residential_substitute,104301,BC344DFA-2813-40A7-A2D7-8B587BAF9B24,Grand Hotel du Lac,Operational,True,Tesla (Model S/X),11,Level 2 : Medium (Over 2kW),2,Public - Membership Required,,False,True,True,Tesla (Tesla-only charging),http://www.teslamotors.com,"2 Tesla Connectors, up to 11kW.Available for customers. Please see valet.",2018-10-03T21:17:00Z,195.3
168,Plenitude On The Road,Plenitude,,CCS Combo 2 Plug (Cable Attached);Type 2 Outlet,6,public,car,"Rue d'Entre-deux-Villes 1, 1814 La Tour-de-Peilz",La Tour-de-Peilz,46.45461,6.855097,2555166.8,1144975.8,Google Places,,eb270610-bf08-11ef-8c39-42010aa400b8,CH*PLN*EH000479*1;CH*PLN*EH000479*2;CH*PLN*EH000479*3;CH*PLN*EH000480*1;CH*PLN*EH000480*2;CH*PLN*EH000480*3,10.2,6,,,no,,,Restricted access,+41912600855,10.5,292.3,La Tour-de-Peilz,293.8,street,FALSE,residential_substitute,,,,,,,,,,,,,,,,,,,
169,Shell Recharge,Shell Recharge,,Type 1 Connector (Cable Attached);Type 2 Outlet,1,public,car,"Grand-Rue 5, 1814 La Tour-de-Peilz",La Tour-de-Peilz,46.452346,6.8576,2555357.2,1144722.7,Google Places,,3a8a3746-a375-11e9-bbd8-42010a840003,CH*SHE*E5243*1,0.0,1,22.0,medium,yes,,,Restricted access,+41225445465,148.3,249.2,La Tour-de-Peilz,71.7,street,FALSE,residential_substitute,,,,,,,,,,,,,,,,,,,
170,Shell Recharge,Shell Recharge,,CCS Combo 2 Plug (Cable Attached);CHAdeMO;Type 1 Connector (Cable Attached);Type 2 Outlet,3,public,car,"Pl. des Anciens-Fossés 7, 1814 La Tour-de-Peilz",La Tour-de-Peilz,46.452439,6.858526,2555428.4,1144732.6,Google Places,,4f86454a-8eee-11e9-a727-42010a840003,CH*SHE*E548*1;CH*SHE*E3263*1;CH*SHE*E3293*1,0.0,3,22.0,medium,yes,,,Restricted access,+41225445465,106.9,219.9,La Tour-de-Peilz,71.7,unknown,,unknown,,,,,,,,,,,,,,,,,,,
171,evpass Vevey Centre 2,,evpass,Type1 7kW+Type2 22kW,1,public,car,,Vevey,46.449747,6.8594381,2555496.3,1144432.8,OSM,9094651100,,,,,,,,,,,,334.8,519.0,La Tour-de-Peilz,6.5,unknown,,unknown,,,,,,,,,,,,,,,,,,,
172,evpass Vevey Centre,,evpass,Type1 7kW+Type2 22kW,1,public,car,,Vevey,46.4497224,6.8595156,2555502.2,1144430.0,OSM,9094651099,,,,,,,,,,,,334.2,522.3,La Tour-de-Peilz,6.5,unknown,,unknown,,,,,,,,,,,,,,,,,,,
173,evpass La Tour-de-Peilz,GreenMotion,evpass,Type1 7kW+Type2 22kW,1,public,car,"Sent. de la Crausaz, 1814 La Tour-de-Peilz",Vevey,46.4569883,6.8663745,2556035.1,1145233.8,Google Places + OSM,9094687305,,,,,,,,,,,,629.4,640.8,La Tour-de-Peilz,785.7,unknown,,unknown,,,,,,,,,,,,,,,,,,,
174,Mercedes Private Vevey,Mercedes,Mercedes,Type2 22kW,1,private,car,,Montreux,46.4486627,6.8720313,2556463.0,1144305.2,OSM,9094687310,,,,,,,,,,,,45.8,1191.2,La Tour-de-Peilz,966.1,car_dealer,TRUE,car_service,,,,,,,,,,,,,,,,,,,
175,bike-energy Clarens,bike-energy,bike-energy,e-bike charging,5,public,e-bike,"Sentier Derrière-le-Four, 1806 Saint-Légier-L1806 Saint-Légier-La Chiésaz",Montreux,46.4709825,6.8812096,2557185.9,1146781.2,OSM,12814214092,dd96cb04-4207-11e9-bd91-42010a840003,CH*SHE*E2813*1;CH*SHE*E2843*1,58.0,2,22.0,medium,yes,,,Restricted access,+41225445465,2548.0,2513.9,La Tour-de-Peilz,60.1,unknown,,unknown,,,,,,,,,,,,,,,,,,,
176,evpass Clarens,Shell Recharge,evpass,Type1 7kW+Type2 22kW,1,public,car,"Sentier Derrière-le-Four, 1806 Saint-Légier-L1806 Saint-Légier-La Chiésaz",Montreux,46.4714529,6.8815966,2557216.0,1146833.3,OSM,9094687327,dd96cb04-4207-11e9-bd91-42010a840003,CH*SHE*E2813*1;CH*SHE*E2843*1,23.3,2,22.0,medium,yes,,,Restricted access,+41225445465,2608.2,2572.5,La Tour-de-Peilz,60.1,unknown,,unknown,,,,,,,,,,,,,,,,,,,
177,evpass Corseaux,Shell Recharge,evpass,Type1 7kW+Type2 22kW,1,public,car,"Commune de Blonay, Parking des Oches, 1807 Bl1807 Blonay",Montreux,46.4646545,6.8962401,2558335.4,1146069.7,OSM,9094694775,4f7e7e46-8eee-11e9-8c5d-42010a840003,CH*SHE*E2453*1;CH*SHE*E2513*1,2.9,2,22.0,medium,yes,,,Restricted access,+41225445465,2496.0,3079.1,La Tour-de-Peilz,1349.2,underground_parking,TRUE,errands_mixed,,,,,,,,,,,,,,,,,,,
178,MOVE,MOVE,,Type 2 Outlet,1,public,car,"Rue Alexandre-Emery 2, 1820 Montreux",Montreux,46.438232,6.905937,2559060.3,1143127.4,Google Places,,CH*CCI*E21076,CH*CCI*E21076,20.7,1,22.0,medium,yes,Direct Payment;NFC RFID Classic;NFC RFID DESFire;REMOTE,,Paying publicly accessible,+41800292929,58.4,350.1,Montreux,476.4,street,FALSE,residential_substitute,84060,9165C7DB-717D-4B04-8822-E16FDBBB3783,Fairmont le Montreux Palace,Operational,True,Tesla (Model S/X),22,Level 2 : Medium (Over 2kW),2,Public - Notice Required,,False,False,False,Tesla (Tesla-only charging),http://www.teslamotors.com,"2 Tesla Connectors, up to 22kW.Available by reservation only. Please see valet.",2018-10-03T18:03:00Z,90.9
179,evpass Montreux Centre,GreenMotion,evpass,Type1 7kW+Type2 22kW,2,public,car,"Grand' Rue, 1820 Montreux",Montreux,46.4326358,6.9099375,2559363.5,1142503.2,Google Places + OSM,9158267103,CH*ECUE9TGW9MN8XGJTG5ESEV6TCEA5MZ,CH*ECUE9TGW9MN8XGJTG5ESEV6TCEA5MZ,12.3,1,22.0,medium,yes,NFC RFID Classic;NFC RFID DESFire;REMOTE,Direct,Free publicly accessible,+41415101717,326.3,496.8,Montreux,319.8,surface_lot,FALSE,errands_mixed,86106,49C815AE-6D92-4E56-954A-46CDD4E4FAE6,Parking du Marché-Forum,Operational,True,Type 1 (J1772); Type 2 (Tethered Connector) ,22,Level 2 : Medium (Over 2kW),2,Public - Membership Required,CHF 0.25/kWh + CHF 0.50 costi fissi,False,True,True,EVPass (CH),https://www.evpass.ch/,,2017-04-25T18:43:00Z,8.6
180,evpass Montreux Parkhaus 2,Shell Recharge,evpass,Type1 7kW+Type2 22kW,2,public,car,"Parking de la Gare, Avenue des Alpes, 1820 Mo1820 Montreux",Montreux,46.4354654,6.9106841,2559423.1,1142817.4,OSM,9158267095,09c8cfb8-ff74-11e9-9620-42010a840003,CH*SHE*E7253*1;CH*SHE*E7253*2,19.2,2,22.0,medium,yes,,,Restricted access,+41225445465,25.1,185.5,Montreux,319.8,underground_parking,TRUE,transit,,,,,,,,,,,,,,,,,,,
181,MOVE,MOVE,,CCS Combo 2 Plug (Cable Attached),1,public,car,"Rue du Théâtre 9, 1820 Montreux",Montreux,46.429463,6.912206,2559535.5,1142149.3,Google Places,,CH*CCI*E20217,CH*CCI*E20217,2.4,1,24.0,fast,yes,Direct Payment;NFC RFID Classic;NFC RFID DESFire;REMOTE,,Paying publicly accessible,+41800292929,544.4,863.0,Montreux,393.3,street,FALSE,residential_substitute,,,,,,,,,,,,,,,,,,,
182,Fastned Le Pertit A9,Fastned,Fastned,CHAdeMO 50kW+CCS 300kW,4,public,car,"A9 Le Pertit Lac, 1822 Montreux",Montreux,46.4379706,6.9160331,2559836.0,1143093.1,Google Places + OSM,11672230207,50877,CHFASE4110101;CHFASE4110102;CHFASE4110103;CHFASE4110104,9.2,4,300.0,ultra-fast,yes,Direct Payment;NFC RFID Classic;REMOTE,Contract;Direct,Free publicly accessible,+41415391092,422.1,457.3,Montreux,136.9,highway_rest,FALSE,highway_stop,,,,,,,,,,,,,,,,,,,
183,Fastned Le Pertit A9 (2),Fastned,Fastned,CHAdeMO 50kW+CCS 300kW,4,public,car,"A9 Le Pertit Montagne, 1822 Montreux",Montreux,46.439192,6.9162584,2559854.2,1143228.7,Google Places + OSM,11672230206,50878,CHFASE4110201;CHFASE4110202;CHFASE4110203;CHFASE4110204,18.0,4,300.0,ultra-fast,yes,Direct Payment;NFC RFID Classic;REMOTE,Contract;Direct,Free publicly accessible,+41415391092,548.3,519.3,Montreux,136.9,highway_rest,FALSE,highway_stop,,,,,,,,,,,,,,,,,,,
184,evpass Montreux Parkhaus,Shell Recharge,evpass,Type1 7kW+Type2 22kW,2,public,car,"Parking du Donner, Rue Carlo-Boller 2, 1820 M1820 Montreux",Montreux,46.4314964,6.9164566,2559863.8,1142373.2,OSM,9158267104,a70dd370-4207-11e9-a875-42010a840003,CH*SHE*E6563*1;CH*SHE*E6563*2,2.6,2,22.0,medium,yes,,,Restricted access,+41225445465,184.9,677.6,Territet,396.5,underground_parking,TRUE,errands_mixed,,,,,,,,,,,,,,,,,,,
185,evpass Villeneuve Marina,Plenitude On The Road,evpass,Type1 7kW+Type2 22kW,2,public,car,Rte du Simplon 201845 Noville,Villeneuve,46.3873166,6.9199221,2560097.6,1137460.3,OSM,9157629399,cff038a0-6343-11f0-ac03-42010aa400b8,CH*PLN*EH000481*1;CH*PLN*EH000481*2;CH*PLN*EH000481*3;CH*PLN*EH000488*1;CH*PLN*EH000488*2;CH*PLN*EH000488*3,38.7,6,,,no,,,Restricted access,+41912600855,1341.2,1580.2,Villeneuve,17.4,unknown,,recreation,,,,,,,,,,,,,,,,,,,
186,CEE Station Villeneuve,Plenitude On The Road,,CEE 7kW+22kW,6,public,car,Rte du Simplon 201845 Noville,Villeneuve,46.3873852,6.9201258,2560113.3,1137467.8,OSM,6046887806,cff038a0-6343-11f0-ac03-42010aa400b8,CH*PLN*EH000481*1;CH*PLN*EH000481*2;CH*PLN*EH000481*3;CH*PLN*EH000488*1;CH*PLN*EH000488*2;CH*PLN*EH000488*3,27.2,6,,,no,,,Restricted access,+41912600855,1327.3,1566.9,Villeneuve,17.4,unknown,,transit,,,,,,,,,,,,,,,,,,,
187,evpass Villeneuve Fast,Shell Recharge,evpass,CHAdeMO 50kW+Type2 22kW+CCS 50kW,1,public,car,"Rte du Simplon 35, 1845 Noville",Villeneuve,46.3852556,6.9215168,2560218.7,1137230.3,Google Places + OSM,9157722633,8f87d2d2-a1f4-11ec-8422-42010a840003,CH*SHE*E600*2;CH*SHE*E600*1,12.9,2,160.0,ultra-fast,yes,,,Restricted access,+41225445465,1503.5,1751.9,Villeneuve,259.7,unknown,,unknown,,,,,,,,,,,,,,,,,,,
188,evpass Villeneuve,Shell Recharge,evpass,Type1 7kW+Type2 22kW,1,public,car,"Quai Grand Rive 11, 1846 Villeneuve (VD)",Villeneuve,46.3952107,6.9217618,2560244.9,1138336.9,Google Places + OSM,9157668950,45e2c7aa-41c0-11e9-b306-42010a840003,CH*SHE*E917*1,2.2,1,22.0,medium,yes,,,Restricted access,+41225445465,570.7,756.1,Villeneuve,329.9,street,FALSE,recreation,,,,,,,,,,,,,,,,,,,
189,eCarUp,eCarUp,,CCS Combo 2 Plug (Cable Attached),1,public,car,"Rue de la Poterlaz, 1844 Villeneuve",Villeneuve,46.396297,6.925765,2560553.6,1138455.6,Google Places,,CH*ECUEBQEY7UCU5KJNE2ZUDA7QY4762W,CH*ECUEBQEY7UCU5KJNE2ZUDA7QY4762W,31.3,1,44.0,fast,yes,NFC RFID Classic;NFC RFID DESFire;REMOTE,Direct,Free publicly accessible,+41415101717,255.7,485.7,Villeneuve,329.9,street,FALSE,residential_substitute,,,,,,,,,,,,,,,,,,,
190,evpass Territet Hotel,Shell Recharge,evpass,Type1 7kW+Type2 22kW,1,customers,car,"Parking Public Hôtel Victoria, Route de Caux1823 Glion",Montreux,46.4321519,6.9260538,2560601.9,1142441.2,OSM,9158302469,6bfb030e-41d1-11eb-afcd-42010a840003,CH*SHE*E5033*1;CH*SHE*E5063*1,82.3,2,22.0,medium,yes,,,Restricted access,+41225445465,424.2,201.0,Territet,739.1,underground_parking,TRUE,errands_mixed,,,,,,,,,,,,,,,,,,,
191,Move Villeneuve,MOVE,Move,Type2 22kW,2,public,car,Route des Deux Chênes 111847 Rennaz,Villeneuve,46.382901,6.9279282,2560710.2,1136965.4,OSM,9157906203,CH*CCI*E21582,CH*CCI*E21582,11.0,1,11.0,medium,yes,Direct Payment;NFC RFID Classic;NFC RFID DESFire;REMOTE,,Paying publicly accessible,+41800292929,1680.8,1934.9,Villeneuve,454.9,street,FALSE,residential_substitute,,,,,,,,,,,,,,,,,,,
192,Swisscharge Villeneuve,Energie 360°,Swisscharge,Type2 22kW,2,public,car,"ZI D 107, 1844 Villeneuve",Villeneuve,46.3867689,6.9298614,2560861.7,1137394.4,Google Places + OSM,9157939763,CH*SWI*E29485,CH*SWI*E29485;CH*SWI*E29486;CH*SWI*E241693;CH*SWI*E241694,21.7,4,64.0,ultra-fast,yes,NFC RFID Classic;REMOTE,Direct,Free publicly accessible,+41713881150,1258.4,1509.3,Villeneuve,5.0,surface_lot,FALSE,errands_mixed,,,,,,,,,,,,,,,,,,,
193,Energie360 Villeneuve Fast,Energie 360°,Swisscharge,CHAdeMO 135kW+Type2 22kW+CCS 135kW,1,public,car,"Centre Villeneuve, Zone Industrielle D1070 Villeneuve",Villeneuve,46.38676,6.9299248,2560866.6,1137393.3,OSM,9157939764,CH*SWI*E29485,CH*SWI*E29485;CH*SWI*E29486;CH*SWI*E241693;CH*SWI*E241694,18.2,4,64.0,ultra-fast,yes,NFC RFID Classic;REMOTE,Direct,Free publicly accessible,+41713881150,1259.9,1510.7,Villeneuve,5.0,surface_lot,FALSE,errands_mixed,,,,,,,,,,,,,,,,,,,
194,evpass Villeneuve East,Shell Recharge,evpass,Type1 7kW+Type2 22kW,2,public,car,"Chem. du Pré-Neuf, 1844 Villeneuve",Villeneuve,46.386837,6.9350797,2561263.2,1137399.3,Google Places + OSM,9157955114,4f038aca-4d97-11ea-8e3b-42010a840003,CH*SHE*E7163*1;CH*SHE*E7163*2,11.2,2,22.0,medium,yes,,,Restricted access,+41225445465,1356.3,1584.7,Villeneuve,395.5,unknown,,unknown,,,,,,,,,,,,,,,,,,,
